treatment,outcome,date
5,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
4,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
3,1,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
3,1,6/22/2019
6,0,6/22/2019
6,1,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
3,0,6/22/2019
4,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
4,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
5,1,6/22/2019
4,0,6/22/2019
1,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,1,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
5,1,6/22/2019
3,1,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
1,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
6,1,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
5,1,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
4,1,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
5,1,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
1,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
1,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
3,1,6/22/2019
5,1,6/22/2019
1,0,6/22/2019
3,1,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
5,1,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,1,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
2,1,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,1,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
1,1,6/22/2019
6,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
6,1,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
6,1,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
2,1,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
6,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
3,1,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
4,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
2,1,6/22/2019
1,0,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
6,1,6/22/2019
2,1,6/22/2019
1,0,6/22/2019
5,1,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
3,1,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
1,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
5,1,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
2,1,6/22/2019
1,0,6/22/2019
5,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
1,1,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
5,1,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
6,0,6/22/2019
5,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
5,1,6/22/2019
6,0,6/22/2019
3,0,6/22/2019
2,0,6/22/2019
2,0,6/22/2019
6,1,6/22/2019
3,1,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
5,0,6/22/2019
3,0,6/22/2019
2,1,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
6,0,6/22/2019
3,1,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
3,0,6/22/2019
1,0,6/22/2019
3,1,6/22/2019
1,1,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
2,1,6/22/2019
6,0,6/22/2019
2,0,6/22/2019
6,0,6/22/2019
5,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,0,6/22/2019
5,0,6/22/2019
2,0,6/22/2019
3,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
4,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
1,0,6/20/2019
5,1,6/20/2019
6,1,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
4,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
1,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
1,1,6/20/2019
4,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
1,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
5,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
1,0,6/20/2019
5,0,6/20/2019
6,1,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
1,0,6/20/2019
1,0,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
4,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
5,0,6/20/2019
3,1,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
1,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
4,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
6,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
4,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
1,1,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
5,1,6/20/2019
2,1,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
4,1,6/20/2019
1,1,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
5,1,6/20/2019
3,1,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
3,1,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
4,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
5,1,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
1,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
6,1,6/20/2019
2,1,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
1,1,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
5,0,6/20/2019
2,1,6/20/2019
3,1,6/20/2019
5,0,6/20/2019
5,0,6/20/2019
1,0,6/20/2019
6,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
5,1,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
5,1,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
1,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,1,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
5,1,6/20/2019
1,1,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
3,0,6/20/2019
3,0,6/20/2019
4,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
6,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
2,1,6/20/2019
6,1,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
2,1,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
5,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
4,0,6/20/2019
3,0,6/20/2019
4,0,6/20/2019
6,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
2,1,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
6,0,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
3,1,6/20/2019
6,0,6/20/2019
5,0,6/20/2019
2,1,6/20/2019
1,1,6/20/2019
1,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
3,1,6/20/2019
5,0,6/20/2019
6,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
5,1,6/20/2019
1,0,6/20/2019
6,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
1,1,6/20/2019
3,1,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
2,1,6/20/2019
2,1,6/20/2019
2,1,6/20/2019
6,0,6/20/2019
5,1,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
2,0,6/20/2019
6,1,6/20/2019
1,0,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
2,0,6/20/2019
3,0,6/20/2019
5,0,6/20/2019
3,1,6/20/2019
3,0,6/20/2019
2,0,6/20/2019
1,0,6/20/2019
2,0,6/20/2019
5,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
3,0,6/18/2019
5,0,6/18/2019
3,0,6/18/2019
3,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
3,0,6/18/2019
1,1,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
3,1,6/18/2019
5,0,6/18/2019
6,1,6/18/2019
6,1,6/18/2019
6,0,6/18/2019
2,1,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
1,1,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
2,0,6/18/2019
3,1,6/18/2019
1,1,6/18/2019
1,0,6/18/2019
6,1,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,1,6/18/2019
6,1,6/18/2019
2,0,6/18/2019
3,1,6/18/2019
1,0,6/18/2019
2,1,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
2,0,6/18/2019
1,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
5,0,6/18/2019
5,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,1,6/18/2019
6,0,6/18/2019
6,1,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
3,0,6/18/2019
5,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
5,1,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
3,1,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
6,1,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
1,0,6/18/2019
6,0,6/18/2019
3,0,6/18/2019
6,0,6/18/2019
3,1,6/18/2019
5,1,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
6,1,6/18/2019
2,0,6/18/2019
1,0,6/18/2019
3,0,6/18/2019
3,0,6/18/2019
5,0,6/18/2019
3,0,6/18/2019
3,1,6/18/2019
2,0,6/18/2019
1,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
1,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
3,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
3,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
2,1,6/18/2019
3,0,6/18/2019
6,0,6/18/2019
3,1,6/18/2019
5,0,6/18/2019
6,0,6/18/2019
1,0,6/18/2019
6,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
2,0,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
3,0,6/18/2019
6,1,6/18/2019
2,0,6/18/2019
6,0,6/18/2019
5,0,6/18/2019
6,1,6/18/2019
5,1,6/18/2019
2,0,6/18/2019
5,0,6/18/2019
2,0,6/18/2019
